iter	RMSE
448	63.61295909
449	63.59889237
450	63.54234008
451	63.47725703
452	63.41947637
453	63.36940105
454	63.3330288
455	63.32223216
456	63.27752608
457	63.2331012
458	63.23175682
459	63.17849181
460	63.14739341
461	63.1305131
462	63.12843739
463	63.12476371
464	63.10995288
465	63.10876218
466	63.10756429
467	63.09700369
468	63.0568361
469	63.01374548
470	63.01270496
471	62.96289642
472	62.9488371
473	62.88800909
474	62.84825049
475	62.80939412
476	62.75364932
477	62.7500597
478	62.73069399
479	62.67695831
480	62.64275703
481	62.62536935
482	62.60718202
483	62.60124486
484	62.57307881
485	62.55186697
486	62.5301402
487	62.5243963
488	62.46904863
489	62.45083162
490	62.42209147
491	62.37546878
492	62.36926016
493	62.33927162
494	62.26644524
495	62.24638778
496	62.18497263
497	62.14083898
498	62.07799161
499	62.05583582
500	61.99488558
501	61.9793357
502	61.97162414
503	61.94440847
504	61.91070233
505	61.88570469
506	61.88433262
507	61.87938294
508	61.84324147
509	61.83057488
510	61.80310961
511	61.75733002
512	61.6988405
513	61.67856316
514	61.67371882
515	61.65628081
516	61.63434348
517	61.58601937
518	61.52760936
519	61.52369048
520	61.50333951
521	61.49879366
522	61.49382865
523	61.44121711
524	61.38968852
525	61.36313982
526	61.34386394
527	61.31629064
528	61.27445145
529	61.26149003
530	61.22679461
531	61.17797792
532	61.1171735
533	61.07050692
534	61.06219307
535	61.04921413
536	61.03915769
537	60.9641661
538	60.94884861
539	60.9178109
540	60.89308652
541	60.84800722
542	60.81285415
543	60.7529051
544	60.73203081
545	60.72087865
546	60.66771405
547	60.62308281
548	60.6100539
549	60.58978043
550	60.57305702
551	60.53296954
552	60.49869497
553	60.49587212
554	60.45145419
555	60.42483217
556	60.37560224
557	60.35955875
558	60.35782865
559	60.35333073
560	60.33664285
561	60.29439215
562	60.25413397
563	60.195342
564	60.18398305
565	60.18000467
566	60.14226818
567	60.12696279
568	60.1260062
569	60.12352444
570	60.04597448
571	60.03140565
572	59.9975908
573	59.97953385
574	59.95450217
575	59.93879085
576	59.913533
577	59.87087732
578	59.86715254
579	59.85011939
580	59.83281955
581	59.78914499
582	59.76825062
583	59.72692769
584	59.7263166
585	59.71642952
586	59.69708971
587	59.68226538
588	59.6448145
589	59.63836503
590	59.63784445
591	59.54451077
592	59.51724002
593	59.51421813
594	59.45552064
595	59.4157432
596	59.4142707
597	59.39508519
598	59.35935689
599	59.29113817
600	59.28822182
601	59.25051054
602	59.22639043
603	59.20550421
604	59.18570023
605	59.17347209
606	59.14686335
607	59.11200082
608	59.09894884
609	59.08382395
610	59.02276864
611	58.9990522
612	58.98945462
613	58.98494699
614	58.94488233
615	58.92661074
616	58.899287
617	58.88630196
618	58.85291965
619	58.85119408
620	58.84231847
621	58.81954001
622	58.8193215
623	58.81538649
624	58.80351834
625	58.78595282
626	58.77995044
627	58.75289634
628	58.72509554
629	58.71182539
630	58.70695872
631	58.70533492
632	58.69835589
633	58.6805905
634	58.66313037
635	58.6553225
636	58.62637561
637	58.60046211
638	58.59282443
639	58.59122949
640	58.58424293
641	58.57739456
642	58.54531191
643	58.50911429
644	58.4521252
645	58.40195082
646	58.37141375
647	58.34727278
648	58.33128029
649	58.32939861
650	58.32916919
651	58.32581994
652	58.29671903
653	58.26744768
654	58.23836153
655	58.21427113
656	58.19954381
657	58.19340804
658	58.16567639
659	58.14631531
660	58.11807382
661	58.11152951
662	58.11101282
663	58.09478469
664	58.08856655
665	58.06691221
666	58.03169367
667	58.01957241
668	58.01352724
669	57.98799057
670	57.98653251
671	57.96235025
672	57.94999441
673	57.93922718
674	57.93676748
675	57.9020862
676	57.87615113
677	57.86006109
678	57.85827926
679	57.80479275
680	57.766071
681	57.7651781
682	57.74425619
683	57.73523735
684	57.72628648
685	57.68508336
686	57.67344247
687	57.66664643
688	57.64468268
689	57.6217338
690	57.59313903
691	57.55054018
692	57.53762505
693	57.52180417
694	57.51258598
695	57.50940174
696	57.48893211
697	57.4707996
698	57.46392532
699	57.43824015
700	57.43767283
701	57.4259072
702	57.41454418
703	57.41241694
704	57.38104486
705	57.3653054
706	57.34102956
707	57.33364525
708	57.32368847
709	57.32084048
710	57.30671687
711	57.27035664
712	57.2539658
713	57.25341368
714	57.23615991
715	57.20613118
716	57.18391893
717	57.17148665
718	57.1701418
719	57.08859353
720	57.07200089
721	57.07152632
722	57.07065433
723	57.05976834
724	57.0361425
725	57.02538779
726	57.0239643
727	56.98093537
728	56.96783958
729	56.93649826
730	56.91325395
731	56.89377798
732	56.85656652
733	56.85249786
734	56.83555793
735	56.81845874
736	56.80834192
737	56.79412463
738	56.7860301
739	56.78463514
740	56.748022
741	56.72910937
742	56.68299729
743	56.66282518
744	56.65303114
745	56.63876754
746	56.63737456
747	56.63287178
748	56.61912819
749	56.61698843
750	56.61581896
751	56.61184777
752	56.61094027
753	56.5966241
754	56.5803231
755	56.56848488
756	56.55889466
757	56.54134444
758	56.52256535
759	56.48349439
760	56.47734554
761	56.46994703
762	56.46913499
763	56.46870692
764	56.46780713
765	56.44091474
766	56.4315131
767	56.39274848
768	56.38698719
769	56.38311769
770	56.35723681
771	56.33736682
772	56.31669223
773	56.29393403
774	56.27830899
775	56.2316264
776	56.2308587
777	56.2176711
778	56.21469467
779	56.20602156
780	56.19395601
781	56.16506436
782	56.1476072
783	56.12983832
784	56.11177608
785	56.08408685
786	56.0465096
787	56.00598317
788	55.99838698
789	55.97676177
790	55.96683503
791	55.95727319
792	55.94190866
793	55.9173377
794	55.9059805
795	55.88976649
796	55.88864639
797	55.84106733
798	55.84093289
799	55.84063323
800	55.81350985
801	55.79550008
802	55.78696622
803	55.78656515
804	55.76789193
805	55.76390099
806	55.75001368
807	55.73568895
808	55.72080118
809	55.70433129
810	55.6940477
811	55.68401921
812	55.68314499
813	55.67493494
814	55.64782394
815	55.62405847
816	55.57008254
817	55.56793422
818	55.55033682
819	55.53376794
820	55.51691487
821	55.51265292
822	55.49479573
823	55.48914489
824	55.48884069
825	55.48823334
826	55.47482708
827	55.46137576
828	55.45821695
829	55.44136821
830	55.37126113
831	55.36237512
832	55.35976315
833	55.34703596
834	55.32102536
835	55.29725186
836	55.28672954
837	55.27409888
838	55.26642237
839	55.26612298
840	55.23332451
841	55.22605255
842	55.20876298
843	55.1913031
844	55.18191478
845	55.1815512
846	55.17958695
847	55.17884279
848	55.13964267
849	55.11325373
850	55.11171474
851	55.09923222
852	55.09822499
853	55.0733356
854	55.07283221
855	55.03905477
856	55.03784639
857	55.03422201
858	55.00720758
859	55.00637906
860	54.97356466
861	54.97066744
862	54.96088759
863	54.93668195
864	54.92538307
865	54.924763
866	54.92106174
867	54.8993271
868	54.89865669
869	54.86318201
870	54.84337886
871	54.83290472
872	54.82985198
873	54.80537418
874	54.75016919
875	54.74101259
876	54.74080146
877	54.7382063
878	54.73781876
879	54.72483784
880	54.72408026
881	54.71806513
882	54.68212847
883	54.67960497
884	54.67113189
885	54.65006495
886	54.63241147
887	54.61296154
888	54.60799335
889	54.60474307
890	54.59879733
891	54.57538888
892	54.51374524
893	54.50364232
894	54.50267616
895	54.4801205
896	54.46567017
897	54.45794141
898	54.45391901
899	54.44629713
900	54.43708048
901	54.43667374
902	54.4360136
903	54.42876706
904	54.42483035
905	54.40378891
906	54.39444513
907	54.38147358
908	54.37181639
909	54.36449378
910	54.34682434
911	54.32416298
912	54.3232791
913	54.32012726
914	54.31967806
915	54.28534634
916	54.27705128
917	54.25534661
918	54.24680575
919	54.23929033
920	54.22519884
921	54.19906319
922	54.18681423
923	54.17571979
924	54.16824655
925	54.13152347
926	54.122111
927	54.10548573
928	54.1052203
929	54.1044426
930	54.0977861
931	54.08976734
932	54.08090415
933	54.0772689
934	54.07653011
935	54.0711143
936	54.07073151
937	54.0698235
938	54.04509803
939	54.03744692
940	54.01032358
941	53.94692648
942	53.92701454
943	53.91876321
944	53.91077115
945	53.90169906
946	53.87151094
947	53.85737649
948	53.83415196
949	53.82061333
950	53.81750691
951	53.8036964
952	53.80348589
953	53.80276708
954	53.76300474
955	53.76016218
956	53.75090172
957	53.75014609
958	53.70674214
959	53.68711696
960	53.68654101
961	53.68590914
962	53.68553245
963	53.68160007
964	53.68104273
965	53.67757697
966	53.6772127
967	53.65082897
968	53.65032006
969	53.64918951
970	53.63758883
971	53.60797669
972	53.59219478
973	53.57256534
974	53.57212687
975	53.56077857
976	53.54077673
977	53.53577275
978	53.53318258
979	53.53279285
980	53.53049226
981	53.53031365
982	53.5057042
983	53.45604395
984	53.45563513
985	53.40768012
986	53.40232258
987	53.37666983
988	53.3736666
989	53.37228879
990	53.37193227
991	53.37153388
992	53.35490037
993	53.32508878
994	53.319499
995	53.31473434
996	53.30667965
997	53.29617448
998	53.295732
999	53.28765906
1000	53.28069288
1001	53.27143654
1002	53.27099556
1003	53.2423026
1004	53.22198783
1005	53.21659524
1006	53.20913685
1007	53.20028665
1008	53.18135572
1009	53.16406196
1010	53.1634805
1011	53.15787121
1012	53.15328172
1013	53.14905292
1014	53.14142359
1015	53.11734549
1016	53.1070918
1017	53.08044544
1018	53.07980796
1019	53.07061288
1020	53.05641682
1021	53.02076584
1022	53.00425094
1023	52.99717507
1024	52.99447849
1025	52.98149551
1026	52.97410923
1027	52.93125894
1028	52.91738879
1029	52.91661484
1030	52.91648425
1031	52.89165009
1032	52.88125315
1033	52.85762427
1034	52.80293083
1035	52.77345908
1036	52.77198531
1037	52.75240151
1038	52.7470942
1039	52.72190684
1040	52.72148797
1041	52.72106157
1042	52.71993613
1043	52.70347727
1044	52.70335224
1045	52.70305254
1046	52.69923966
1047	52.67454481
1048	52.65741662
1049	52.65500995
1050	52.62611555
1051	52.62578522
1052	52.59758196
1053	52.59056942
1054	52.58476446
1055	52.58224994
1056	52.55980016
1057	52.55111051
1058	52.53924772
1059	52.52827134
1060	52.52667092
1061	52.51008683
1062	52.47975387
1063	52.46581454
1064	52.43424988
1065	52.43378331
1066	52.42697056
1067	52.42334829
1068	52.39765042
1069	52.36139235
1070	52.35993688
1071	52.34652285
1072	52.33358569
1073	52.33344248
1074	52.31151867
1075	52.26993753
1076	52.26925644
1077	52.25419644
1078	52.24054448
1079	52.23178981
1080	52.21952576
1081	52.21914798
1082	52.18701285
1083	52.17657163
1084	52.17286354
1085	52.15754766
1086	52.14401031
1087	52.12819153
1088	52.12783942
1089	52.11711309
1090	52.11693415
1091	52.0852597
1092	52.07829828
1093	52.06933771
1094	52.05845656
1095	52.02689989
1096	52.00187595
1097	51.98305056
1098	51.96866385
1099	51.9672084
1100	51.95983734
1101	51.95481547
1102	51.94814885
1103	51.94188026
1104	51.93474001
1105	51.93426856
1106	51.92346609
1107	51.9007797
1108	51.87442629
1109	51.8474074
1110	51.83017094
1111	51.81818674
1112	51.81615986
1113	51.81524264
1114	51.79724671
1115	51.78797526
1116	51.77834911
1117	51.77184594
1118	51.77123708
1119	51.75543324
1120	51.75448751
1121	51.75416688
1122	51.73249945
1123	51.72694537
1124	51.70245742
1125	51.68952672
1126	51.68686908
1127	51.68642266
1128	51.68594907
1129	51.6850507
1130	51.6738599
1131	51.67363703
1132	51.65840063
1133	51.65793689
1134	51.64832988
1135	51.63537158
1136	51.63507108
1137	51.62546351
1138	51.59002233
1139	51.5807018
1140	51.56468981
1141	51.55806136
1142	51.54907499
1143	51.54289867
1144	51.54243771
1145	51.52885818
1146	51.52477229
1147	51.49847703
1148	51.45960918
1149	51.45903024
1150	51.44877105
1151	51.44857554
1152	51.43509471
1153	51.4345367
1154	51.43414518
1155	51.39841599
1156	51.3943102
1157	51.3912051
1158	51.39096895
1159	51.3376024
1160	51.30723956
1161	51.30144827
1162	51.30057134
1163	51.27476088
1164	51.27274882
1165	51.26541267
1166	51.25849231
1167	51.25831402
1168	51.25803062
1169	51.2573468
1170	51.23324528
1171	51.18512844
1172	51.17884894
1173	51.16068811
1174	51.15403949
1175	51.14153276
1176	51.11671664
1177	51.11132679
1178	51.09199796
1179	51.08607982
1180	51.0855747
1181	51.07995106
1182	51.0793241
1183	51.04959144
1184	51.04825751
1185	51.04087271
1186	51.03636668
1187	51.03273932
1188	51.0096476
1189	50.99876961
1190	50.99840715
1191	50.99743553
1192	50.98236651
1193	50.97721151
1194	50.9767424
1195	50.97139515
1196	50.94886294
1197	50.91998092
1198	50.91728695
1199	50.89132288
1200	50.87504726
1201	50.86442383
1202	50.8564427
1203	50.85611362
1204	50.85034219
1205	50.84444959
1206	50.82674791
1207	50.79393449
1208	50.7880171
1209	50.78745547
1210	50.78690269
1211	50.76679686
1212	50.76001426
1213	50.75968136
1214	50.75892885
1215	50.7429771
1216	50.73713464
1217	50.71580558
1218	50.70414568
1219	50.70374759
1220	50.69825937
1221	50.69755116
1222	50.67300556
1223	50.64858554
1224	50.63785291
1225	50.62726945
1226	50.62143174
1227	50.60812661
1228	50.58626917
1229	50.56897302
1230	50.55263038
1231	50.54221978
1232	50.5385109
1233	50.53743111
1234	50.52087111
1235	50.51687641
1236	50.51666013
1237	50.49368215
1238	50.49348099
1239	50.49062158
1240	50.47302708
1241	50.45894767
1242	50.45825905
1243	50.45786247
1244	50.44282424
1245	50.43225648
1246	50.42750563
1247	50.41982177
1248	50.41558565
1249	50.41544583
1250	50.40320188
1251	50.39583356
1252	50.38606404
1253	50.36749696
1254	50.3626628
1255	50.35121334
1256	50.32164665
1257	50.29878365
1258	50.28198103
1259	50.28157594
1260	50.25893667
1261	50.24166994
1262	50.23319978
1263	50.23070444
1264	50.22391246
1265	50.22021731
1266	50.20762922
1267	50.19743762
1268	50.18936095
1269	50.17460131
1270	50.17379156
1271	50.14912923
1272	50.14531684
1273	50.13277504
1274	50.12714714
1275	50.12159457
1276	50.10924493
1277	50.09375643
1278	50.08861044
1279	50.08246627
1280	50.08237811
1281	50.07563339
1282	50.06551006
1283	50.06343352
1284	50.0573445
1285	50.05605236
1286	50.05565719
1287	50.05014406
1288	50.04659184
1289	50.04497921
1290	50.03769699
1291	50.02989492
1292	50.02331891
1293	50.02105196
1294	50.01765708
1295	50.01224875
1296	49.9878596
1297	49.98089462
1298	49.97380602
1299	49.97241775
1300	49.96635025
1301	49.96300495
1302	49.96033153
1303	49.95872813
1304	49.95856623
1305	49.93702798
1306	49.93434155
1307	49.91461784
1308	49.91446991
1309	49.90946487
1310	49.90408963
1311	49.9016096
1312	49.89763103
1313	49.89739276
1314	49.88092063
1315	49.87356755
1316	49.86449785
1317	49.84339195
1318	49.8431336
1319	49.83793172
1320	49.79423591
1321	49.79401626
1322	49.78165173
1323	49.74328057
1324	49.73370618
1325	49.73019782
1326	49.71699659
1327	49.71659913
1328	49.71615216
1329	49.71601617
1330	49.715846
1331	49.7049249
1332	49.68518908
1333	49.67926609
1334	49.67372758
1335	49.67032601
1336	49.63321755
1337	49.632816
1338	49.6239461
1339	49.60105874
1340	49.58498655
1341	49.57939297
1342	49.57485715
1343	49.56968994
1344	49.55694888
1345	49.53709572
1346	49.53528058
1347	49.5341738
1348	49.52140268
1349	49.521162
1350	49.51857933
1351	49.51826508
1352	49.51446575
1353	49.51015168
1354	49.4894004
1355	49.48743724
1356	49.48683122
1357	49.48638728
1358	49.48616481
1359	49.46980226
1360	49.4585051
1361	49.45808813
1362	49.4501999
1363	49.44220035
1364	49.43871508
1365	49.42834971
1366	49.42820138
1367	49.42324347
1368	49.42288294
1369	49.41676575
1370	49.4075608
1371	49.37141131
1372	49.37004478
1373	49.35835099
1374	49.35404546
1375	49.35317493
1376	49.35304479
1377	49.35282078
1378	49.29273475
1379	49.27607165
1380	49.27376549
1381	49.26405188
1382	49.26304713
1383	49.26278181
1384	49.26172482
1385	49.25963922
1386	49.25321236
1387	49.24783841
1388	49.23967933
1389	49.20218808
1390	49.20144452
1391	49.20034768
1392	49.19934321
1393	49.18852071
1394	49.18449963
1395	49.17854005
1396	49.17113947
1397	49.16246585
1398	49.15432909
1399	49.14660194
1400	49.14438728
1401	49.13885696
1402	49.13857815
1403	49.13822109
1404	49.12811723
1405	49.12585748
1406	49.11139465
1407	49.11118894
1408	49.10307451
1409	49.09805222
1410	49.08916646
1411	49.08904029
1412	49.07248261
1413	49.03525508
1414	49.00696462
1415	48.9834218
1416	48.97939965
1417	48.96503655
1418	48.96400467
1419	48.95382646
1420	48.93745008
1421	48.93231253
1422	48.93198864
1423	48.91329622
1424	48.91119755
1425	48.90740799
1426	48.90707625
1427	48.89817242
1428	48.8907719
1429	48.85873975
1430	48.85852479
1431	48.85801333
1432	48.84994036
1433	48.84344618
1434	48.84314972
1435	48.83664163
1436	48.82966146
1437	48.80138209
1438	48.80118064
1439	48.75912103
1440	48.75779156
1441	48.74246562
1442	48.73720402
1443	48.73246566
1444	48.72188982
1445	48.71691966
1446	48.70927743
1447	48.70450436
1448	48.69990985
1449	48.69529015
1450	48.69224561
1451	48.6914396
1452	48.67995329
1453	48.67973899
1454	48.67306622
1455	48.6626413
1456	48.6600446
1457	48.65994025
1458	48.65137002
1459	48.63991857
1460	48.61812435
1461	48.6154976
1462	48.60602166
1463	48.57406436
1464	48.55875406
1465	48.55473886
1466	48.52990384
1467	48.52078939
1468	48.49712585
1469	48.47678491
1470	48.47592456
1471	48.46696352
1472	48.43781382
1473	48.40978705
1474	48.39932802
1475	48.39568692
1476	48.39310482
1477	48.39287654
1478	48.3926718
1479	48.38752274
1480	48.37875968
1481	48.37190059
1482	48.36522424
1483	48.36072612
1484	48.35156099
1485	48.35140528
1486	48.34978479
1487	48.33733154
1488	48.31722234
1489	48.31419092
1490	48.30873212
1491	48.30416624
1492	48.29497812
1493	48.29100919
1494	48.2903684
1495	48.28820551
1496	48.28338401
1497	48.27646973
1498	48.26654471
1499	48.26644366
1500	48.26632086
1501	48.26195352
1502	48.2505912
1503	48.24680411
1504	48.24354884
1505	48.24338909
1506	48.23962183
1507	48.21919662
1508	48.21058328
1509	48.18931553
1510	48.17842722
1511	48.17588076
1512	48.17000962
1513	48.15884993
1514	48.15822354
1515	48.12918877
1516	48.12560201
1517	48.11598716
1518	48.07752637
1519	48.07603136
1520	48.07565101
1521	48.07502384
1522	48.06966248
1523	48.06882334
1524	48.0628238
1525	48.02546931
1526	48.02524245
1527	47.99238197
1528	47.98822349
1529	47.97777404
1530	47.977385
1531	47.97041824
1532	47.95377193
1533	47.95089273
1534	47.94617936
1535	47.94583744
1536	47.94219543
1537	47.93229061
1538	47.92525117
1539	47.92478272
1540	47.91601605
1541	47.89570835
1542	47.89528547
1543	47.88280989
1544	47.87842137
1545	47.85959372
1546	47.85951593
1547	47.85313612
1548	47.84380355
1549	47.84371514
1550	47.84125845
1551	47.84098047
1552	47.81478387
1553	47.79558326
1554	47.79509275
1555	47.7891236
1556	47.78887262
1557	47.77109904
1558	47.75800646
1559	47.75511395
1560	47.75500053
1561	47.74145852
1562	47.72741548
1563	47.72701295
1564	47.72012559
1565	47.71314807
1566	47.70904692
1567	47.69869064
1568	47.68672786
1569	47.67186936
1570	47.66772835
1571	47.64775893
1572	47.64734392
1573	47.62485146
1574	47.61606104
1575	47.60870336
1576	47.60545132
1577	47.6047614
1578	47.60457017
1579	47.6033738
1580	47.60316217
1581	47.60286558
1582	47.60030502
1583	47.57371371
1584	47.56801124
1585	47.56493361
1586	47.56464384
1587	47.55595591
1588	47.54963036
1589	47.54821738
1590	47.54502936
1591	47.54241407
1592	47.53780599
1593	47.53469071
1594	47.53446462
1595	47.52912708
1596	47.52811461
1597	47.52181142
1598	47.50675354
1599	47.50274928
1600	47.50252805
1601	47.50229023
1602	47.49844198
1603	47.49440946
1604	47.49431126
1605	47.49392366
1606	47.4935164
1607	47.49012405
1608	47.48277549
1609	47.4761046
1610	47.46586688
1611	47.45700831
1612	47.45673113
1613	47.45664186
1614	47.4526287
1615	47.45078769
1616	47.44421805
1617	47.43167516
1618	47.43157506
1619	47.43130989
1620	47.42932097
1621	47.42394472
1622	47.42194559
1623	47.42015128
1624	47.39221071
1625	47.38600678
1626	47.38129351
1627	47.37833837
1628	47.37250292
1629	47.36543709
1630	47.35621188
1631	47.34883444
1632	47.34201647
1633	47.33844247
1634	47.33002035
1635	47.32926554
1636	47.32871116
1637	47.32492241
1638	47.3237041
1639	47.29396167
1640	47.28775461
1641	47.28215512
1642	47.27566174
1643	47.27023223
1644	47.26865755
1645	47.25323288
1646	47.25127336
1647	47.24572607
1648	47.2374164
1649	47.21644068
1650	47.21439022
1651	47.20665343
1652	47.20616111
1653	47.20598802
1654	47.20340308
1655	47.20335633
1656	47.20318786
1657	47.19916329
1658	47.1988979
1659	47.19525514
1660	47.19394841
1661	47.19297796
1662	47.19263298
1663	47.19173978
1664	47.1913189
1665	47.18360648
